REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
UPPER WEST,WA WEST,2012,MILLET,"6,870.00",0.42,"2,885.40"
UPPER WEST,WA EAST,2012,MILLET,"6,500.00",0.79,"5,135.00"
UPPER WEST,WA MUNICIPAL,2012,MILLET,"6,630.00",1,"6,630.00"
UPPER WEST,LAWRA,2012,MILLET,"9,658.00",1.07,"10,334.06"
UPPER WEST,SISSALA EAST,2012,MILLET,"3,400.00",1.2,"4,080.00"
UPPER WEST,SISSALA WEST,2012,MILLET,"4,660.00",0.91,"4,240.60"
UPPER WEST,JIRAPA,2012,MILLET,"8,718.40",0.38,"3,312.99"
UPPER WEST,LAMBUSSIE-KARNI,2012,MILLET,"5,501.60",0.54,"2,970.86"
UPPER WEST,NADOWLI,2012,MILLET,"9,120.00",0.91,"8,299.20"
UPPER WEST,WA WEST,2012,SORGHUM,"6,850.00",0.71,"4,838.32"
UPPER WEST,WA EAST,2012,SORGHUM,"4,130.00",0.82,"3,394.11"
UPPER WEST,WA MUNICIPAL,2012,SORGHUM,"6,430.00",0.88,"5,640.97"
UPPER WEST,LAWRA,2012,SORGHUM,"35,067.00",1.15,"40,327.05"
UPPER WEST,SISSALA EAST,2012,SORGHUM,755,1.5,"1,132.50"
UPPER WEST,SISSALA WEST,2012,SORGHUM,"8,880.00",0.79,"7,049.56"
UPPER WEST,JIRAPA,2012,SORGHUM,"11,958.80",0.52,"6,244.69"
UPPER WEST,LAMBUSSIE-KARNI,2012,SORGHUM,"7,141.20",0.57,"4,070.48"
UPPER WEST,NADOWLI,2012,SORGHUM,"19,040.00",0.84,"16,011.41"
UPPER WEST,WA WEST,2012,GROUNDNUT,"19,410.00",1.5,"29,115.00"
UPPER WEST,WA EAST,2012,GROUNDNUT,"12,720.00",1.2,"15,264.00"
UPPER WEST,WA MUNICIPAL,2012,GROUNDNUT,"15,675.00",1.11,"17,399.25"
UPPER WEST,LAWRA,2012,GROUNDNUT,"6,018.00",1.57,"9,448.26"
UPPER WEST,SISSALA EAST,2012,GROUNDNUT,"7,725.00",1,"7,725.00"
UPPER WEST,SISSALA WEST,2012,GROUNDNUT,"8,170.00",1.67,"13,643.90"
UPPER WEST,JIRAPA,2012,GROUNDNUT,"12,972.00",1.35,"17,512.20"
UPPER WEST,LAMBUSSIE-KARNI,2012,GROUNDNUT,"8,528.00",0.8,"6,822.40"
UPPER WEST,NADOWLI,2012,GROUNDNUT,"30,085.00",0.88,"26,474.80"
UPPER WEST,WA WEST,2012,COWPEA,"4,750.00",1.07,"5,082.50"
UPPER WEST,WA EAST,2012,COWPEA,"5,470.00",0.93,"5,087.10"
UPPER WEST,WA MUNICIPAL,2012,COWPEA,"4,550.00",1.29,"5,869.50"
UPPER WEST,LAWRA,2012,COWPEA,244,1.57,383.08
UPPER WEST,SISSALA EAST,2012,COWPEA,"1,926.00",1.15,"2,214.90"
UPPER WEST,SISSALA WEST,2012,COWPEA,"11,655.00",1.13,"13,170.15"
UPPER WEST,JIRAPA,2012,COWPEA,"7,166.20",1.02,"7,309.52"
UPPER WEST,LAMBUSSIE-KARNI,2012,COWPEA,"4,783.80",0.6,"2,870.28"
UPPER WEST,NADOWLI,2012,COWPEA,"23,980.00",1.21,"29,015.80"
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2013,MAIZE,"3,400.00",2.4,"8,160.00"
ASHANTI,BOSOME FREHO,2013,MAIZE,"2,250.00",1.1,"2,475.00"
ASHANTI,AMANSIE CENTRAL,2013,MAIZE,"4,746.00",1.1,"5,220.60"
ASHANTI,AMANSIE WEST,2013,MAIZE,"3,186.00",2.4,"7,646.40"
ASHANTI,EJURA SEKYEREDUMASE,2013,MAIZE,"20,420.00",1.3,"26,546.00"
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2013,MAIZE,"11,350.00",1.2,"13,620.00"
ASHANTI,SEKYERE CENTRAL,2013,MAIZE,"7,100.00",1.4,"9,940.00"
ASHANTI,SEKYERE EAST,2013,MAIZE,"5,560.00",1.8,"10,008.00"
ASHANTI,SEKYERE AFRAM PLAINS,2013,MAIZE,"2,450.00",1.2,"2,940.00"
ASHANTI,SEKYERE SOUTH,2013,MAIZE,"5,400.00",1.3,"7,020.00"
ASHANTI,AFIGYA KWABRE,2013,MAIZE,"3,200.00",1.3,"4,160.00"
ASHANTI,AHAFO ANO NORTH,2013,MAIZE,"10,270.00",1.1,"11,297.00"
ASHANTI,AHAFO ANO SOUTH,2013,MAIZE,"10,050.00",1.1,"11,055.00"
ASHANTI,ATWIMA MPONUA,2013,MAIZE,"3,680.00",1.4,"5,152.00"
ASHANTI,ATWIMA NWABIAGYA,2013,MAIZE,"5,700.00",1.5,"8,550.00"
ASHANTI,EJUSU JUABEN,2013,MAIZE,"3,500.00",1.1,"3,850.00"
ASHANTI,BOSUMTWE,2013,MAIZE,"1,650.00",1.1,"1,815.00"
ASHANTI,ATWIMA KWANWOMA,2013,MAIZE,"2,150.00",1.1,"2,365.00"
ASHANTI,KWABRE EAST,2013,MAIZE,830,1.1,913
ASHANTI,OFFINSO,2013,MAIZE,"9,040.00",1.3,"11,752.00"
ASHANTI,OFFINSO NORTH,2013,MAIZE,"13,150.00",1.2,"15,780.00"
ASHANTI,ADANSI NORTH,2013,MAIZE,"3,770.00",1.1,"4,147.00"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2013,MAIZE,960,1.1,"1,056.00"
ASHANTI,ADANSI  SOUTH,2013,MAIZE,"3,530.00",1.1,"3,883.00"
ASHANTI,ASANTE AKIM NORTH,2013,MAIZE,"12,250.00",1.3,"15,925.00"
ASHANTI,ASANTE AKIM SOUTH,2013,MAIZE,"5,558.00",1.1,"6,113.80"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2013,MAIZE,330,1.2,396
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2013,RICE,97,2.7,261.9
ASHANTI,BOSOME FREHO,2013,RICE,386,2.8,"1,080.80"
ASHANTI,AMANSIE CENTRAL,2013,RICE,36,2.5,90
ASHANTI,AMANSIE WEST,2013,RICE,56,2.2,123.2
ASHANTI,EJURA SEKYEREDUMASE,2013,RICE,"3,609.00",2.9,"10,466.10"
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2013,RICE,45,2.6,117
ASHANTI,SEKYERE CENTRAL,2013,RICE,76,2.8,212.8
ASHANTI,SEKYERE EAST,2013,RICE,162,2.3,372.6
ASHANTI,SEKYERE AFRAM PLAINS,2013,RICE,102,2.7,275.4
ASHANTI,SEKYERE SOUTH,2013,RICE,112,2.6,291.2
ASHANTI,AFIGYA KWABRE,2013,RICE,180,2.6,468
ASHANTI,AHAFO ANO NORTH,2013,RICE,485,3.5,"1,697.50"
ASHANTI,AHAFO ANO SOUTH,2013,RICE,921,3.6,"3,315.60"
ASHANTI,ATWIMA MPONUA,2013,RICE,996,2.7,"2,689.20"
ASHANTI,ATWIMA NWABIAGYA,2013,RICE,585,3.1,"1,813.50"
ASHANTI,EJUSU JUABEN,2013,RICE,685,3.4,"2,329.00"
ASHANTI,BOSUMTWE,2013,RICE,193,2.6,501.8
ASHANTI,ATWIMA KWANWOMA,2013,RICE,274,2.6,712.4
ASHANTI,KWABRE EAST,2013,RICE,112,2.5,280
ASHANTI,OFFINSO,2013,RICE,193,2.9,559.7
ASHANTI,OFFINSO NORTH,2013,RICE,311,3,933
ASHANTI,ADANSI NORTH,2013,RICE,417,2.7,"1,125.90"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2013,RICE,58,2.6,150.8
ASHANTI,ADANSI  SOUTH,2013,RICE,"2,173.00",2.6,"5,649.80"
ASHANTI,ASANTE AKIM NORTH,2013,RICE,498,3.1,"1,543.80"
ASHANTI,ASANTE AKIM SOUTH,2013,RICE,460,2.4,"1,104.00"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2013,RICE,78,3,234
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2013,CASSAVA,"4,200.00",25,"105,000.00"
ASHANTI,BOSOME FREHO,2013,CASSAVA,"2,100.00",18,"37,800.00"
ASHANTI,AMANSIE CENTRAL,2013,CASSAVA,"6,437.00",17,"109,429.00"
ASHANTI,AMANSIE WEST,2013,CASSAVA,"3,420.00",26,"88,920.00"
ASHANTI,EJURA SEKYEREDUMASE,2013,CASSAVA,"3,400.00",15,"51,000.00"
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2013,CASSAVA,"6,800.00",21,"142,800.00"
ASHANTI,SEKYERE CENTRAL,2013,CASSAVA,"5,160.00",21,"108,360.00"
ASHANTI,SEKYERE EAST,2013,CASSAVA,"3,250.00",40,"130,000.00"
ASHANTI,SEKYERE AFRAM PLAINS,2013,CASSAVA,"1,780.00",19,"33,820.00"
ASHANTI,SEKYERE SOUTH,2013,CASSAVA,"4,927.00",17,"83,759.00"
ASHANTI,AFIGYA KWABRE,2013,CASSAVA,"4,360.00",17,"74,120.00"
ASHANTI,AHAFO ANO NORTH,2013,CASSAVA,"5,880.00",17,"99,960.00"
ASHANTI,AHAFO ANO SOUTH,2013,CASSAVA,"10,950.00",20,"219,000.00"
ASHANTI,ATWIMA MPONUA,2013,CASSAVA,"5,250.00",19,"99,750.00"
ASHANTI,ATWIMA NWABIAGYA,2013,CASSAVA,"6,350.00",20,"127,000.00"
ASHANTI,EJUSU JUABEN,2013,CASSAVA,"5,800.00",18,"104,400.00"
ASHANTI,BOSUMTWE,2013,CASSAVA,"2,080.00",17,"35,360.00"
ASHANTI,ATWIMA KWANWOMA,2013,CASSAVA,"3,000.00",17,"51,000.00"
ASHANTI,KWABRE EAST,2013,CASSAVA,"4,100.00",17,"69,700.00"
ASHANTI,OFFINSO,2013,CASSAVA,"4,410.00",19,"83,790.00"
ASHANTI,OFFINSO NORTH,2013,CASSAVA,"6,850.00",15,"102,750.00"
ASHANTI,ADANSI NORTH,2013,CASSAVA,"6,780.00",19,"128,820.00"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2013,CASSAVA,322,19,"6,118.00"
ASHANTI,ADANSI  SOUTH,2013,CASSAVA,"6,680.00",20,"133,600.00"
ASHANTI,ASANTE AKIM NORTH,2013,CASSAVA,"4,800.00",20,"96,000.00"
ASHANTI,ASANTE AKIM SOUTH,2013,CASSAVA,"7,000.00",20,"140,000.00"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2013,CASSAVA,380,14,"5,320.00"
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2013,YAM,500,11.4,"5,700.00"
ASHANTI,BOSOME FREHO,2013,YAM,195,14,"2,730.00"
ASHANTI,AMANSIE CENTRAL,2013,YAM,785,11.5,"9,027.50"
ASHANTI,AMANSIE WEST,2013,YAM,500,11.5,"5,750.00"
ASHANTI,EJURA SEKYEREDUMASE,2013,YAM,"10,450.00",16.8,"175,560.00"
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2013,YAM,"5,670.00",15.7,"89,019.00"
ASHANTI,SEKYERE CENTRAL,2013,YAM,"2,415.00",15.9,"38,398.50"
ASHANTI,SEKYERE EAST,2013,YAM,"2,120.00",16.2,"34,344.00"
ASHANTI,SEKYERE AFRAM PLAINS,2013,YAM,758,14.7,"11,142.60"
ASHANTI,SEKYERE SOUTH,2013,YAM,"1,283.00",14,"17,962.00"
ASHANTI,AFIGYA KWABRE,2013,YAM,833,14,"11,662.00"
ASHANTI,AHAFO ANO NORTH,2013,YAM,741,10.5,"7,780.50"
ASHANTI,AHAFO ANO SOUTH,2013,YAM,428,13,"5,564.00"
ASHANTI,ATWIMA MPONUA,2013,YAM,456,15,"6,840.00"
ASHANTI,ATWIMA NWABIAGYA,2013,YAM,"1,190.00",12.6,"14,994.00"
ASHANTI,EJUSU JUABEN,2013,YAM,365,13,"4,745.00"
ASHANTI,BOSUMTWE,2013,YAM,325,13,"4,225.00"
ASHANTI,ATWIMA KWANWOMA,2013,YAM,340,13,"4,420.00"
ASHANTI,KWABRE EAST,2013,YAM,182,11,"2,002.00"
ASHANTI,OFFINSO,2013,YAM,265,15,"3,975.00"
ASHANTI,OFFINSO NORTH,2013,YAM,840,15,"12,600.00"
ASHANTI,ADANSI NORTH,2013,YAM,590,11,"6,490.00"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2013,YAM,420,11,"4,620.00"
ASHANTI,ADANSI  SOUTH,2013,YAM,750,12,"9,000.00"
ASHANTI,ASANTE AKIM NORTH,2013,YAM,856,13.5,"11,556.00"
ASHANTI,ASANTE AKIM SOUTH,2013,YAM,260,11.8,"3,068.00"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2013,YAM,7,10,70
BRONG AHAFO, SUNYANI MUNICIPAL ,2013,MAIZE,"15,732.00",1.78,"28,002.96"
BRONG AHAFO,SUNYANI WEST,2013,MAIZE,"23,552.00",1.83,"43,100.16"
BRONG AHAFO,ASUTIFI,2013,MAIZE,"5,187.00",1.86,"9,647.82"
BRONG AHAFO, WENCHI MUNICIPAL ,2013,MAIZE,"16,433.00",1.95,"32,044.35"
BRONG AHAFO,DORMAA MUNICIPAL,2013,MAIZE,"19,463.00",1.8,"35,033.40"
BRONG AHAFO,DORMAA EAST,2013,MAIZE,"14,673.00",1.84,"26,998.32"
BRONG AHAFO,BEREKUM,2013,MAIZE,"12,845.00",1.98,"25,433.10"
BRONG AHAFO,TANO NORTH,2013,MAIZE,"5,812.00",1.85,"10,752.20"
BRONG AHAFO,TANO SOUTH,2013,MAIZE,"6,040.00",1.88,"11,355.20"
BRONG AHAFO,SENE,2013,MAIZE,"9,002.00",1.77,"15,933.54"
BRONG AHAFO,NKORANZA SOUTH,2013,MAIZE,"17,005.00",1.88,"31,969.40"
BRONG AHAFO,NKORANZA NORTH,2013,MAIZE,"20,753.00",1.85,"38,393.05"
BRONG AHAFO,TECHIMAN MUNICIPAL,2013,MAIZE,"12,976.00",2.25,"29,196.00"
BRONG AHAFO,ASUNAFO NORTH,2013,MAIZE,"5,845.00",1.8,"10,521.00"
BRONG AHAFO,ASUNAFO SOUTH,2013,MAIZE,"5,673.00",1.69,"9,587.37"
BRONG AHAFO,JAMAN NORTH,2013,MAIZE,"3,025.00",1.81,"5,475.25"
BRONG AHAFO,JAMAN SOUTH,2013,MAIZE,"6,322.00",1.85,"11,695.70"
BRONG AHAFO,KINTAMPO NORTH,2013,MAIZE,"28,103.00",1.97,"55,362.91"
BRONG AHAFO,KINTAMPO SOUTH,2013,MAIZE,"11,859.00",1.85,"21,939.15"
BRONG AHAFO,ATEBUBU -AMANTIN,2013,MAIZE,"1,852.00",2.01,"3,722.52"
BRONG AHAFO,PRU,2013,MAIZE,"3,222.00",1.73,"5,574.06"
BRONG AHAFO,TAIN,2013,MAIZE,"2,353.00",1.9,"4,470.70"
BRONG AHAFO,ASUTIFI,2013,RICE,325,1.92,624
BRONG AHAFO,DORMAA MUNICIPAL,2013,RICE,953,1.26,"1,200.78"
BRONG AHAFO,TANO NORTH,2013,RICE,163.2,2.24,365.57
BRONG AHAFO,TANO SOUTH,2013,RICE,114.4,2.07,236.81
BRONG AHAFO,SENE,2013,RICE,"1,900.00",1.67,"3,173.00"
BRONG AHAFO,ASUNAFO NORTH,2013,RICE,133,1.34,178.22
BRONG AHAFO,ASUNAFO SOUTH,2013,RICE,105,1.36,142.8
BRONG AHAFO,KINTAMPO NORTH,2013,RICE,47,1.85,86.95
BRONG AHAFO,ATEBUBU -AMANTIN,2013,RICE,267,1.88,501.96
BRONG AHAFO,PRU,2013,RICE,120,1.69,203.16
BRONG AHAFO, SUNYANI MUNICIPAL ,2013,CASSAVA,"5,442.00",14.5,"78,909.00"
BRONG AHAFO,SUNYANI WEST,2013,CASSAVA,"6,995.00",14.76,"103,246.20"
BRONG AHAFO,ASUTIFI,2013,CASSAVA,"15,212.00",18.2,"276,858.40"
BRONG AHAFO, WENCHI MUNICIPAL ,2013,CASSAVA,"11,003.00",19.28,"212,137.84"
BRONG AHAFO,DORMAA MUNICIPAL,2013,CASSAVA,"10,853.00",17.6,"191,012.80"
BRONG AHAFO,DORMAA EAST,2013,CASSAVA,"6,932.00",30.2,"209,346.40"
BRONG AHAFO,BEREKUM,2013,CASSAVA,"8,625.00",19.69,"169,826.25"
BRONG AHAFO,TANO NORTH,2013,CASSAVA,"3,629.30",21.35,"77,485.56"
BRONG AHAFO,TANO SOUTH,2013,CASSAVA,"9,655.00",21.7,"209,513.50"
BRONG AHAFO,SENE,2013,CASSAVA,"20,240.00",17.54,"355,009.60"
BRONG AHAFO,NKORANZA SOUTH,2013,CASSAVA,"3,592.00",22.31,"80,137.52"
BRONG AHAFO,NKORANZA NORTH,2013,CASSAVA,"4,365.00",21.97,"95,899.05"
BRONG AHAFO,TECHIMAN MUNICIPAL,2013,CASSAVA,"6,885.00",21.34,"146,925.90"
BRONG AHAFO,ASUNAFO NORTH,2013,CASSAVA,"4,773.00",18.65,"89,016.45"
BRONG AHAFO,ASUNAFO SOUTH,2013,CASSAVA,"14,352.00",18.75,"269,100.00"
BRONG AHAFO,JAMAN NORTH,2013,CASSAVA,"2,109.00",18.49,"38,995.41"
BRONG AHAFO,JAMAN SOUTH,2013,CASSAVA,"4,915.00",18.48,"90,829.20"
BRONG AHAFO,KINTAMPO NORTH,2013,CASSAVA,"4,670.00",17.42,"81,351.40"
BRONG AHAFO,KINTAMPO SOUTH,2013,CASSAVA,"4,425.00",22.63,"100,137.75"
BRONG AHAFO,ATEBUBU -AMANTIN,2013,CASSAVA,"19,932.00",21.27,"423,953.64"
BRONG AHAFO,PRU,2013,CASSAVA,"9,681.00",19.19,"185,778.39"
BRONG AHAFO,TAIN,2013,CASSAVA,"9,135.00",16.42,"149,996.70"
BRONG AHAFO, SUNYANI MUNICIPAL ,2013,YAM,428,16.73,"7,160.44"
BRONG AHAFO,SUNYANI WEST,2013,YAM,258,16.79,"4,331.82"
BRONG AHAFO,ASUTIFI,2013,YAM,148,11.63,"1,721.24"
BRONG AHAFO, WENCHI MUNICIPAL ,2013,YAM,"10,995.00",17.19,"189,004.05"
BRONG AHAFO,DORMAA MUNICIPAL,2013,YAM,672,10.05,"6,753.60"
BRONG AHAFO,DORMAA EAST,2013,YAM,587,8.63,"5,065.81"
BRONG AHAFO,BEREKUM,2013,YAM,"1,265.00",12.47,"15,774.55"
BRONG AHAFO,TANO NORTH,2013,YAM,317,12.36,"3,918.12"
BRONG AHAFO,TANO SOUTH,2013,YAM,687,13.13,"9,020.31"
BRONG AHAFO,SENE,2013,YAM,"20,432.00",18.26,"373,088.32"
BRONG AHAFO,NKORANZA SOUTH,2013,YAM,"7,106.00",18.35,"130,395.10"
BRONG AHAFO,NKORANZA NORTH,2013,YAM,"6,553.00",18.43,"120,771.79"
BRONG AHAFO,TECHIMAN MUNICIPAL,2013,YAM,"13,985.00",17.87,"249,911.95"
BRONG AHAFO,ASUNAFO NORTH,2013,YAM,98,13.89,"1,361.22"
BRONG AHAFO,ASUNAFO SOUTH,2013,YAM,112,13.71,"1,535.52"
BRONG AHAFO,JAMAN NORTH,2013,YAM,"8,325.00",15.22,"126,706.50"
BRONG AHAFO,JAMAN SOUTH,2013,YAM,"12,276.00",14.76,"181,193.76"
BRONG AHAFO,KINTAMPO NORTH,2013,YAM,"8,923.00",18.36,"163,826.28"
BRONG AHAFO,KINTAMPO SOUTH,2013,YAM,"8,835.00",21.35,"188,627.25"
BRONG AHAFO,ATEBUBU -AMANTIN,2013,YAM,"12,985.00",14.69,"190,749.65"
BRONG AHAFO,PRU,2013,YAM,"12,744.00",18.01,"229,519.44"
BRONG AHAFO,TAIN,2013,YAM,"8,679.00",17.35,"150,580.65"
CENTRAL,UPPER DENKYIRA EAST,2013,MAIZE,"3,987.00",1.89,"7,535.43"
CENTRAL,UPPER DENKYIRA WEST,2013,MAIZE,"6,026.00",1.7,"10,244.20"
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2013,MAIZE,"5,003.00",2.1,"10,506.30"
CENTRAL,ASSIN SOUTH,2013,MAIZE,"4,289.00",2.4,"10,293.60"
CENTRAL,ASSIN NORTH,2013,MAIZE,"12,668.00",0.62,"7,854.16"
CENTRAL,ABURA-ASEBU-KWAMANKESE,2013,MAIZE,"5,208.00",2.16,"11,249.28"
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2013,MAIZE,"5,410.00",2.1,"11,361.00"
CENTRAL,MFANTSIMAN,2013,MAIZE,"8,552.90",1.59,"13,599.11"
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2013,MAIZE,"13,562.00",1.3,"17,630.60"
CENTRAL,AJUMAKO-ENYAN-ESIAM,2013,MAIZE,"5,158.00",1.56,"8,046.48"
CENTRAL,EFFUTU (WINNEBA),2013,MAIZE,"6,077.00",1.75,"10,634.75"
CENTRAL,AWUTU-SENYA,2013,MAIZE,"11,415.00",1.71,"19,519.65"
CENTRAL,GOMOA EAST,2013,MAIZE,"3,120.00",1.8,"5,616.00"
CENTRAL,GOMOA WEST,2013,MAIZE,"3,413.00",1.79,"6,109.27"
CENTRAL,CAPE COAST,2013,MAIZE,"7,698.00",1.39,"10,700.22"
CENTRAL,AGONA EAST,2013,MAIZE,"2,427.70",1.63,"3,957.15"
CENTRAL,AGONA WEST (SWEDRU),2013,MAIZE,"2,041.00",1.6,"3,265.60"
CENTRAL,UPPER DENKYIRA EAST,2013,RICE,182,1.01,183.82
CENTRAL,UPPER DENKYIRA WEST,2013,RICE,476,1.25,595
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2013,RICE,400,1,400
CENTRAL,ASSIN SOUTH,2013,RICE,212,3.01,638.12
CENTRAL,ASSIN NORTH,2013,RICE,110,1.1,121
CENTRAL,ABURA-ASEBU-KWAMANKESE,2013,RICE,111,1.73,192.03
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2013,RICE,41,1,41
CENTRAL,GOMOA EAST,2013,RICE,82,5.5,451
CENTRAL,AGONA EAST,2013,RICE,16,1.6,25.6
CENTRAL,UPPER DENKYIRA EAST,2013,CASSAVA,"2,504.00",16.97,"42,492.88"
CENTRAL,UPPER DENKYIRA WEST,2013,CASSAVA,"6,154.00",17.46,"107,448.84"
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2013,CASSAVA,"7,687.00",22.7,"174,494.90"
CENTRAL,ASSIN SOUTH,2013,CASSAVA,"3,638.00",30.23,"109,976.74"
CENTRAL,ASSIN NORTH,2013,CASSAVA,"6,318.00",16.36,"103,362.48"
CENTRAL,ABURA-ASEBU-KWAMANKESE,2013,CASSAVA,"4,872.74",8.65,"42,149.20"
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2013,CASSAVA,"5,000.00",13,"65,000.00"
CENTRAL,MFANTSIMAN,2013,CASSAVA,"10,116.00",12.08,"122,201.28"
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2013,CASSAVA,"15,855.00",14.7,"233,068.50"
CENTRAL,AJUMAKO-ENYAN-ESIAM,2013,CASSAVA,"5,569.00",16.13,"89,827.97"
CENTRAL,EFFUTU (WINNEBA),2013,CASSAVA,"8,425.00",13.72,"115,591.00"
CENTRAL,AWUTU-SENYA,2013,CASSAVA,"22,581.00",13.44,"303,488.64"
CENTRAL,GOMOA EAST,2013,CASSAVA,"1,513.00",16.84,"25,478.92"
CENTRAL,GOMOA WEST,2013,CASSAVA,"2,883.00",13.63,"39,295.29"
CENTRAL,CAPE COAST,2013,CASSAVA,"7,422.00",19.44,"144,283.68"
CENTRAL,AGONA EAST,2013,CASSAVA,"2,513.00",13.5,"33,925.50"
CENTRAL,AGONA WEST (SWEDRU),2013,CASSAVA,"1,971.00",12.85,"25,327.35"
CENTRAL,UPPER DENKYIRA EAST,2013,YAM,135,4.82,650.7
CENTRAL,UPPER DENKYIRA WEST,2013,YAM,268,4.9,"1,313.20"
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2013,YAM,261,4,"1,044.00"
CENTRAL,ASSIN SOUTH,2013,YAM,67.2,4.22,283.58
CENTRAL,ASSIN NORTH,2013,YAM,285,4.78,"1,362.30"
CENTRAL,ABURA-ASEBU-KWAMANKESE,2013,YAM,527.34,6.42,"3,385.52"
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2013,YAM,20.05,5.5,110.28
CENTRAL,AJUMAKO-ENYAN-ESIAM,2013,YAM,543,3.9,"2,117.70"
CENTRAL,EFFUTU (WINNEBA),2013,YAM,61,4.1,250.1
CENTRAL,AWUTU-SENYA,2013,YAM,144,5.59,804.96
CENTRAL,GOMOA EAST,2013,YAM,33,6.4,211.2
CENTRAL,GOMOA WEST,2013,YAM,22,5.2,114.4
CENTRAL,AGONA EAST,2013,YAM,187,8.82,"1,649.34"
CENTRAL,AGONA WEST (SWEDRU),2013,YAM,147,7.8,"1,146.60"
EASTERN,BIRIM SOUTH,2013,MAIZE,"6,106.00",2.52,"15,387.12"
EASTERN,BIRIM CENTRAL,2013,MAIZE,"8,698.00",2.51,"21,831.98"
EASTERN,WEST AKIM,2013,MAIZE,"14,250.00",3.44,"49,020.00"
EASTERN,SUHUM KRABOA COALTAR,2013,MAIZE,"8,615.00",2.3,"19,814.50"
EASTERN,AKUAPIM SOUTH,2013,MAIZE,"6,693.00",2.26,"15,126.18"
EASTERN,AKUAPIM NORTH,2013,MAIZE,"9,325.00",2.4,"22,380.00"
EASTERN,NEW JUABEN,2013,MAIZE,"5,295.00",2.21,"11,701.95"
EASTERN,YILO KROBO,2013,MAIZE,"9,185.00",1.9,"17,451.50"
EASTERN,EAST AKIM,2013,MAIZE,"6,039.00",2.2,"13,285.80"
EASTERN,ATIWA,2013,MAIZE,"6,828.00",2.3,"15,704.40"
EASTERN,KWAEBIBIREM,2013,MAIZE,"6,763.00",2.2,"14,878.60"
EASTERN,BIRIM NORTH,2013,MAIZE,"4,527.00",1.9,"8,601.30"
EASTERN,AKYEMANSA,2013,MAIZE,"6,378.00",1.9,"12,118.20"
EASTERN,KWAHU WEST,2013,MAIZE,"4,215.00",2.19,"9,230.85"
EASTERN,KWAHU SOUTH,2013,MAIZE,"4,510.00",2.15,"9,696.50"
EASTERN,KWAHU EAST,2013,MAIZE,"3,015.00",2.15,"6,482.25"
EASTERN,FANTEAKWA,2013,MAIZE,"16,850.00",1.85,"31,172.50"
EASTERN,AFRAM PLAINS,2013,MAIZE,"26,345.00",2.3,"60,593.50"
EASTERN,ASUOGYAMAN,2013,MAIZE,"8,867.00",1.9,"16,847.30"
EASTERN,LOWER MANYA KROBO,2013,MAIZE,"5,405.00",2.05,"11,080.25"
EASTERN,UPPER MANYA KROBO,2013,MAIZE,"8,359.00",2.1,"17,553.90"
EASTERN,BIRIM SOUTH,2013,RICE,"1,543.00",3.3,"5,091.90"
EASTERN,BIRIM CENTRAL,2013,RICE,"1,985.00",3.35,"6,649.75"
EASTERN,WEST AKIM,2013,RICE,23,2.7,62.1
EASTERN,EAST AKIM,2013,RICE,34,2.8,95.2
EASTERN,ATIWA,2013,RICE,176,2.8,492.8
EASTERN,KWAEBIBIREM,2013,RICE,"1,097.00",3.25,"3,565.25"
EASTERN,BIRIM NORTH,2013,RICE,817,3.75,"3,063.75"
EASTERN,AKYEMANSA,2013,RICE,"1,170.00",3.8,"4,446.00"
EASTERN,KWAHU WEST,2013,RICE,53,3.3,174.9
EASTERN,FANTEAKWA,2013,RICE,18, - , -   
EASTERN,AFRAM PLAINS,2013,RICE,110,2.6,286
EASTERN,LOWER MANYA KROBO,2013,RICE,719,3.22,"2,315.18"
EASTERN,UPPER MANYA KROBO,2013,RICE,"1,155.00",3.2,"3,696.00"
